runtime,number_of_splits,number_of_backtracks,number_of_simplifications
0.8165597915649414,1,0,2
0.9746901988983154,4,2,7
0.9856975078582764,4,3,8
0.9366819858551025,6,3,10
1.436018466949463,11,10,22
1.1127707958221436,5,4,10
0.9837150573730469,3,1,5
0.9446513652801514,2,2,5
0.9646828174591064,1,0,2
0.9416677951812744,3,0,4
1.1268181800842285,3,2,6
0.8876302242279053,1,0,2
0.8616101741790771,3,0,4
1.373955249786377,13,10,24
1.0757620334625244,5,5,11
1.0097153186798096,5,4,10
1.263878583908081,6,5,12
1.0577499866485596,6,5,12
1.3189353942871094,10,9,20
1.4309964179992676,12,11,24
1.2548878192901611,7,6,14
0.8656129837036133,4,2,7
1.0147197246551514,1,0,2
1.4490461349487305,13,12,26
1.7122149467468262,12,11,24
1.0647733211517334,5,4,10
0.9506926536560059,1,0,2
1.0537676811218262,7,4,12
0.8916316032409668,1,0,2
1.5360901355743408,14,13,28
1.009732961654663,3,3,7
1.3509395122528076,7,5,13
1.5571057796478271,7,5,13
0.9956872463226318,3,2,6
1.6471681594848633,14,11,26
0.873619556427002,1,0,2
1.0047125816345215,2,1,4
0.9826962947845459,3,2,6
1.3359472751617432,8,7,16
1.3559622764587402,10,9,20
1.1908447742462158,6,2,9
1.2658991813659668,11,8,20
1.458033800125122,11,9,21
1.0617530345916748,7,3,11
0.8946313858032227,2,2,5
1.174833059310913,5,5,11
1.3039236068725586,8,7,16
0.9806947708129883,1,0,2
1.175832986831665,6,4,11
1.1878423690795898,5,3,9
1.0447402000427246,4,3,8
1.1178109645843506,6,6,13
1.0907742977142334,4,4,9
1.0347332954406738,3,3,7
0.9766910076141357,4,1,6
1.1998496055603027,8,3,12
0.845599889755249,1,0,2
0.9116463661193848,4,3,8
1.3189177513122559,7,6,14
2.22157621383667,22,18,41
1.100780725479126,7,6,14
1.1128075122833252,4,3,8
0.9016392230987549,2,1,4
1.0897719860076904,1,1,3
1.0076956748962402,3,2,6
2.0634639263153076,19,16,36
1.1878423690795898,9,6,16
1.0777804851531982,6,5,12
1.0066955089569092,3,1,5
0.9466698169708252,3,2,6
1.6782081127166748,22,21,44
2.019449472427368,16,16,33
0.9456522464752197,2,0,3
1.0477612018585205,3,1,5
1.2839107513427734,8,6,15
0.9326605796813965,1,0,2
1.0707595348358154,5,4,10
1.0717589855194092,5,4,10
1.6211497783660889,17,16,34
0.9786942005157471,1,0,2
1.021723747253418,3,3,7
1.0797467231750488,3,3,7
1.9774014949798584,25,23,49
0.9916834831237793,4,2,7
0.9076430797576904,2,1,4
1.1838409900665283,5,4,10
0.895653247833252,2,0,3
0.9326796531677246,1,0,2
0.940666913986206,1,1,3
1.0187408924102783,6,5,12
1.226851224899292,3,2,6
1.143810510635376,8,7,16
0.9556770324707031,2,0,3
0.9146661758422852,1,1,3
1.0007095336914062,4,2,7
1.1097869873046875,5,4,10
0.9827132225036621,4,3,8
1.8813343048095703,18,15,34
1.0097153186798096,2,2,5
0.9756913185119629,4,4,9
0.9246549606323242,2,1,4
1.7292447090148926,9,9,19
0.8856463432312012,3,1,5
1.013735055923462,2,1,4
0.9556961059570312,5,4,10
0.9016203880310059,1,1,3
1.0297307968139648,5,3,9
1.0847511291503906,4,4,9
0.9626827239990234,2,2,5
2.932079315185547,31,30,62
1.05076003074646,3,3,7
1.4390201568603516,15,14,30
0.9046416282653809,2,2,5
1.3329451084136963,8,7,16
1.0077145099639893,2,2,5
0.9256739616394043,1,0,2
1.1588225364685059,6,4,11
1.5000636577606201,10,8,19
0.9386467933654785,5,4,10
0.9416663646697998,1,0,2
1.0077133178710938,5,2,8
0.9306602478027344,3,3,7
0.9356818199157715,1,1,3
0.9887008666992188,5,5,11
0.9386658668518066,4,2,7
1.1187934875488281,7,6,14
0.9636833667755127,3,1,5
0.9356627464294434,3,1,5
1.2098772525787354,7,7,15
0.8185803890228271,2,1,4
0.9856979846954346,2,2,5
1.0247251987457275,1,1,3
1.1798536777496338,7,4,12
1.436018466949463,7,6,14
0.8195805549621582,1,1,3
1.0507488250732422,5,3,9
0.905642032623291,3,1,5
1.298919916152954,7,6,14
1.3679702281951904,11,10,22
0.9636833667755127,3,2,6
1.3219192028045654,11,8,20
1.0297296047210693,4,3,8
1.0057125091552734,2,2,5
0.8856279850006104,2,0,3
0.8646125793457031,1,0,2
0.9436690807342529,3,0,4
1.1498336791992188,6,4,11
0.8976175785064697,2,2,5
1.0197222232818604,8,6,15
0.8506026268005371,1,0,2
1.0527458190917969,5,4,10
1.7672533988952637,14,12,27
1.0257456302642822,4,2,7
1.4280121326446533,10,8,19
1.9523847103118896,13,13,27
1.3409514427185059,7,6,14
0.9116463661193848,2,0,3
1.1348040103912354,4,4,9
1.736234426498413,22,20,43
1.0157194137573242,3,2,6
0.9516749382019043,2,0,3
0.8666329383850098,1,0,2
1.269899845123291,6,5,12
1.123779535293579,8,6,15
1.7472383975982666,21,17,39
1.0437393188476562,5,4,10
0.9286584854125977,1,0,2
0.9166486263275146,2,2,5
1.1388061046600342,7,5,13
1.0697579383850098,5,3,9
1.2318546772003174,7,4,12
1.065755844116211,5,3,9
0.8195810317993164,2,1,4
1.0957770347595215,7,6,14
0.8886294364929199,2,0,3
0.9126632213592529,3,2,6
0.916649580001831,1,0,2
1.3849823474884033,16,12,29
0.8095741271972656,2,0,3
1.0587522983551025,6,4,11
0.8766040802001953,2,0,3
1.0387358665466309,6,4,11
1.0807664394378662,4,3,8
0.8836264610290527,1,0,2
0.911628007888794,3,1,5
0.8435981273651123,2,1,4
1.8423027992248535,15,13,29
2.0984888076782227,13,9,23
1.048743724822998,4,2,7
0.9806933403015137,2,0,3
1.4009935855865479,9,9,19
1.080765724182129,5,3,9
1.9083526134490967,16,13,30
0.9026403427124023,7,1,9
1.0467407703399658,4,3,8
1.4630558490753174,14,13,28
0.9426677227020264,2,0,3
0.8345918655395508,1,0,2
0.864612340927124,4,2,7
1.0877714157104492,4,4,9
0.7775506973266602,1,0,2
0.8596088886260986,1,0,2
0.9106452465057373,3,2,6
1.1107864379882812,9,6,16
0.8175797462463379,2,0,3
0.8435981273651123,2,1,4
0.8906316757202148,1,0,2
0.8506031036376953,1,0,2
2.1215059757232666,21,20,42
0.825584888458252,1,0,2
0.9957060813903809,3,3,7
0.9616811275482178,4,2,7
1.2098579406738281,10,7,18
1.5230791568756104,15,14,30
0.9927024841308594,4,3,8
1.1478140354156494,7,4,12
0.9496722221374512,2,1,4
1.2648961544036865,7,6,14
1.1378066539764404,9,8,18
0.7785513401031494,2,0,3
0.8956351280212402,2,1,4
1.5500986576080322,11,10,22
0.7955451011657715,1,0,2
1.559105634689331,8,8,17
1.76124906539917,17,14,32
1.1257984638214111,4,2,7
1.2328743934631348,8,5,14
0.929659366607666,3,2,6
0.8125684261322021,3,0,4
0.8125762939453125,2,1,4
1.1147911548614502,7,6,14
0.9496726989746094,1,0,2
1.1197941303253174,3,3,7
0.8686158657073975,2,0,3
0.9206526279449463,2,1,4
0.8436164855957031,2,1,4
1.2829082012176514,8,5,14
0.7765498161315918,1,0,2
0.8465814590454102,3,1,5
1.1037812232971191,6,5,12
0.9106450080871582,1,1,3
0.9166319370269775,3,2,6
1.4300134181976318,9,9,19
0.9476902484893799,5,4,10
1.3849997520446777,15,11,27
0.8596272468566895,3,1,5
0.8025510311126709,1,0,2
0.8796238899230957,2,2,5
0.7815725803375244,2,1,4
0.8966169357299805,3,2,6
0.9306602478027344,2,1,4
1.3409509658813477,16,12,29
